peak2peak,peak,mean,Std,RMS,skewness,kurtosis,CrestFactor,ShapeFactor,faultType
1.68499,0.99593,0.032897525,0.178447854,0.181412059,0.073580715,1.417902676,5.489877612,5.514459252,IR_014_1
1.70897,0.8839,0.033730192,0.199706471,0.202486855,-0.126245498,1.248458162,4.365221627,6.003133838,IR_014_1
1.79451,0.96193,0.031693801,0.233411584,0.235497054,0.071654895,0.637224333,4.084679541,7.43038226,IR_014_1
1.60279,0.98466,0.032536089,0.179815187,0.182691847,0.134724028,1.200290829,5.389731495,5.61505255,IR_014_1
1.61009,0.67883,0.031910551,0.181010623,0.183758348,-0.14845144,1.356124927,3.694145096,5.758545196,IR_014_1
1.42401,0.7579,0.03056904,0.18012364,0.182655823,0.034184258,1.015173625,4.149333908,5.975190103,IR_014_1
1.71524,0.90894,0.029956215,0.211421354,0.213481939,-0.002343506,1.4106263,4.257690399,7.126465689,IR_014_1
1.49911,0.89392,0.030858199,0.197566244,0.199913958,0.094974152,0.806059221,4.471523703,6.478471387,IR_014_1
1.59194,0.9323,0.029059801,0.189742067,0.191908689,0.006145894,0.832213106,4.858039555,6.603923112,IR_014_1
1.37227,0.62397,0.029967155,0.179633671,0.182072871,-0.133501017,1.171568386,3.42703445,6.075747628,IR_014_1
1.56003,0.78815,0.027208435,0.215446926,0.217105993,0.074343153,0.587145875,3.630254468,7.979363485,IR_014_1
1.61907,0.89079,0.028224096,0.187285492,0.189355033,0.122977205,1.262940184,4.704337604,6.708984843,IR_014_1
1.57609,0.70637,0.028483481,0.191660389,0.193719068,-0.235022174,1.122419559,3.646362792,6.801102315,IR_014_1
1.66329,0.84677,0.030200422,0.182326019,0.184766368,-0.073338222,1.760685124,4.582922796,6.118006184,IR_014_1
2.06511,0.92771,0.029500864,0.230035327,0.231863569,-0.022138511,1.257829114,4.00110291,7.859551795,IR_014_1
1.67746,1.0295,0.029663801,0.189580561,0.191841552,0.201532081,1.513939645,5.36640779,6.467193857,IR_014_1
1.40461,0.75185,0.03106732,0.194950189,0.19736311,-0.152637669,0.36312534,3.809475845,6.352756177,IR_014_1
1.98889,1.0399,0.029642158,0.192087465,0.194314784,-0.203036176,2.192630605,5.351625733,6.555352214,IR_014_1
1.62386,0.81798,0.031694876,0.207193363,0.209553557,-0.031456433,0.603656215,3.903441255,6.611591022,IR_014_1
1.37812,0.74622,0.030238317,0.193266819,0.195571421,0.048059119,0.781142932,3.815588171,6.467668934,IR_014_1
1.66476,0.91228,0.032874966,0.201696141,0.204309159,-0.065746408,1.052465625,4.465193841,6.214733738,IR_014_1
1.75133,0.86826,0.03267829,0.189236763,0.191992025,-0.07614009,1.728821653,4.522375355,5.875216409,IR_014_1
1.89172,1.0099,0.031459341,0.187509862,0.190085429,-0.122327228,1.458299707,5.312874345,6.042257261,IR_014_1
1.78846,0.87452,0.033400457,0.197805989,0.200558457,9.24E-05,1.209056875,4.360424453,6.004662001,IR_014_1
1.54042,0.80317,0.031291137,0.203705971,0.206046102,-0.01315638,0.658597169,3.898011132,6.584807136,IR_014_1
2.3649,1.3099,0.032495804,0.215216423,0.217603929,0.073590281,3.060977251,6.019652348,6.696370138,IR_014_1
1.58464,0.87347,0.032205322,0.210670321,0.213066882,0.018378583,0.263392253,4.099510879,6.615890409,IR_014_1
1.50495,0.76249,0.03088761,0.188297799,0.190768952,-0.048142614,0.808765142,3.99692923,6.176229005,IR_014_1
1.69771,0.86951,0.033664389,0.192663881,0.195536537,0.047043589,1.523591312,4.446790426,5.808408932,IR_014_1
1.88589,1.0702,0.033277381,0.195154254,0.197924154,0.155540998,1.60096361,5.407121763,5.947708303,IR_014_1
1.57546,0.92667,0.029835195,0.188552106,0.190852498,-0.04003213,0.403550139,4.855425047,6.396891285,IR_014_1
1.75821,0.85532,0.031443431,0.200994898,0.203391033,-0.20379555,1.325043597,4.205298469,6.468474565,IR_014_1
1.48701,0.79649,0.031299002,0.183530637,0.186136174,0.019861477,0.828968447,4.279071521,5.947032138,IR_014_1
1.96327,0.93627,0.029721475,0.211402645,0.213430604,-0.270570299,1.594280308,4.386765453,7.18102327,IR_014_1
1.70982,0.85178,0.030952742,0.191062857,0.193507785,0.159768129,0.779540599,4.401786724,6.251717033,IR_014_1
2.07534,0.94294,0.028996968,0.193213756,0.195330876,-0.176736913,2.657629563,4.827398601,6.73625165,IR_014_1
1.77761,0.89642,0.029336545,0.218784707,0.220689847,0.095216275,0.998712883,4.061899599,7.522693749,IR_014_1
1.81266,0.88119,0.030023994,0.197356705,0.199579786,0.055886301,1.7244681,4.415226704,6.647343089,IR_014_1
1.57317,0.70804,0.029780552,0.209895246,0.211946653,-0.113962559,0.825728301,3.340651951,7.11694836,IR_014_1
1.59111,0.78606,0.031758178,0.210401472,0.212733979,-0.151777547,0.831140684,3.695037361,6.698557345,IR_014_1
1.83811,0.97757,0.034331406,0.182208057,0.185370469,0.144877173,1.803667496,5.27360159,5.399442999,IR_014_1
1.4457,0.77375,0.031025904,0.19651053,0.198897309,-0.093856606,0.745900234,3.890198439,6.410685403,IR_014_1
1.79639,0.85637,0.034685858,0.225582058,0.228178716,0.019739661,1.020336765,3.753066967,6.578436517,IR_014_1
1.47032,0.7967,0.033933234,0.1938145,0.196715996,-0.055597834,0.842796072,4.050001107,5.797148486,IR_014_1
2.02587,1.0581,0.032003324,0.188080424,0.190738528,0.049218879,1.705987348,5.547384732,5.95995987,IR_014_1
1.62323,0.78752,0.035156196,0.206613455,0.209533371,-0.394344926,1.39403238,3.758446669,5.96006951,IR_014_1
1.90906,1.0189,0.031845408,0.221935408,0.224154868,0.074848305,1.301650148,4.545518056,7.038844351,IR_014_1
4.4081,2.445,0.008925142,0.5918207,0.591743507,0.077905448,0.177492001,4.131857758,66.30074198,IR_021_1
4.3578,2.1742,0.010852787,0.613726541,0.61367266,0.000192917,0.170563255,3.542931176,56.54516904,IR_021_1
4.8626,2.3294,0.010047939,0.556539522,0.556494351,0.011873914,1.860780266,4.185846623,55.38393232,IR_021_1
3.3088,1.7542,0.010357329,0.588287415,0.588234963,0.025496362,-0.06178584,2.98214168,56.79407669,IR_021_1
3.7764,1.9779,0.008387281,0.616907927,0.616814323,0.06344519,0.053382524,3.206637598,73.54162811,IR_021_1
4.0459,1.9535,0.008445243,0.585154604,0.585072681,-0.02225682,0.164009107,3.338901409,69.27837143,IR_021_1
4.2414,2.0914,0.00998373,0.574930589,0.574876907,0.031773518,0.755390512,3.637996196,57.58137734,IR_021_1
2.9848,1.5285,0.00876909,0.512724473,0.512674282,0.052779903,-0.194801067,2.981425151,58.46379589,IR_021_1
4.3737,2.3142,0.007836331,0.634948651,0.634841982,0.043036851,0.489982044,3.645316577,81.01265367,IR_021_1
3.439,1.7868,0.008129279,0.51270447,0.512643742,0.041792655,-0.027151347,3.485461447,63.06140057,IR_021_1
4.7387,2.3496,0.005427056,0.574251794,0.574137229,0.018896673,1.435141398,4.092401403,105.7916442,IR_021_1
3.6722,1.6088,0.003245528,0.528455178,0.528336114,-0.047581705,0.221687095,3.045031294,162.7889592,IR_021_1
4.7187,2.4619,0.01073766,0.628747616,0.628685798,0.113583289,0.854419622,3.915946579,58.54961123,IR_021_1
3.6462,1.7472,0.007350117,0.564242559,0.56415267,0.024943125,0.112673875,3.097033998,76.75424623,IR_021_1
5.0142,2.6306,0.005378985,0.5875412,0.587422368,0.056433004,1.430292178,4.47820877,109.206919,IR_021_1
4.0909,2.2551,0.007109312,0.573309722,0.573213825,0.069128021,0.396082192,3.934134005,80.62859772,IR_021_1
3.6203,1.7154,0.003811761,0.512772022,0.512660989,-0.064192308,0.809563371,3.346070864,134.4945239,IR_021_1
3.3616,1.788,0.010863431,0.522346602,0.522332041,0.143218199,0.17299509,3.423109939,48.08168347,IR_021_1
4.5016,2.2944,0.00937389,0.606591085,0.606515416,0.018687269,0.552565264,3.782921158,64.70263682,IR_021_1
4.416,2.3528,0.010132155,0.57499607,0.574944958,0.023684685,0.494047607,4.092217813,56.74458962,IR_021_1
5.1634,2.4168,0.007582955,0.662745081,0.662626648,0.003179745,1.488899792,3.647302755,87.38369422,IR_021_1
4.3847,2.2443,0.008645981,0.577876371,0.577799962,0.072085497,0.489193152,3.884216248,66.82873752,IR_021_1
5.1751,2.5478,0.009420115,0.609041471,0.608965626,-0.030611252,1.633805464,4.18381579,64.64524173,IR_021_1
3.5212,1.8268,0.011266476,0.584372514,0.584338451,-0.003585091,0.029173259,3.126270395,51.86523824,IR_021_1
4.3663,2.0713,0.009131974,0.643801676,0.643709257,0.001736087,0.190247931,3.217757049,70.48960595,IR_021_1
3.7269,1.9449,0.010759032,0.547482073,0.547454127,0.042646129,-0.242324902,3.55262643,50.88321393,IR_021_1
4.4954,2.1583,0.007615408,0.612160637,0.612058544,-0.018214435,0.589172954,3.526296664,80.37107856,IR_021_1
4.4329,2.3653,0.010048791,0.621738791,0.621668201,0.046508169,0.813163447,3.804762726,61.86497527,IR_021_1
5.1069,2.4026,0.012672329,0.696865066,0.696810152,0.006884677,0.771283648,3.447997983,54.98674865,IR_021_1
4.1775,2.2768,0.011350084,0.527819638,0.52781281,0.105967323,1.071713879,4.313650513,46.50298819,IR_021_1
4.6674,2.2614,0.010683299,0.607644508,0.607590069,-0.03325041,1.222499179,3.721917316,56.87288961,IR_021_1
4.5374,2.3094,0.012275849,0.60256021,0.602538147,0.027123708,0.670320586,3.832786376,49.08321758,IR_021_1
4.384,2.1358,0.011158361,0.588194547,0.588156784,0.019978642,0.602491067,3.631344666,52.70996388,IR_021_1
3.282,1.6241,0.012322398,0.461090224,0.461142305,0.05480222,0.667358824,3.521906322,37.42309731,IR_021_1
3.6961,1.8106,0.015128796,0.545220803,0.545297584,-0.009666112,0.675224103,3.320388816,36.04368631,IR_021_1
4.465,2.2401,0.013908156,0.603311748,0.603324767,0.038784759,0.456551036,3.712925646,43.37920691,IR_021_1
5.2738,2.5549,0.01312921,0.614839052,0.614829125,0.03871481,1.796441049,4.15546352,46.82910377,IR_021_1
4.3653,2.0868,0.012425012,0.54193335,0.541943477,0.042436077,1.121918868,3.850586065,43.61714046,IR_021_1
4.47,2.1675,0.014645561,0.584458879,0.584499684,-0.030979671,1.274836707,3.708299696,39.90968192,IR_021_1
3.6996,1.7747,0.009823736,0.562281501,0.562230039,-0.005387778,-0.055129353,3.156537139,57.23179623,IR_021_1
5.089,2.6344,0.0133913,0.639289971,0.639274149,0.009677994,1.154974062,4.120923714,47.73801886,IR_021_1
3.6655,1.8725,0.012350551,0.537768456,0.537778988,0.040263156,0.413608831,3.481913651,43.5429147,IR_021_1
3.9337,1.9806,0.008445063,0.61323483,0.613143257,0.003669741,0.401647312,3.230240203,72.60375066,IR_021_1
4.6648,2.437,0.012910673,0.569644868,0.569652101,-0.059686896,1.147165944,4.278049699,44.12257371,IR_021_1
4.1756,2.1696,0.010221576,0.577133072,0.577082686,0.031134535,0.377910378,3.759599888,56.45730792,IR_021_1
3.8266,1.8867,0.011811692,0.567821269,0.567805492,0.025804791,0.265902971,3.322792797,48.07147726,IR_021_1
4.742,2.5699,0.009386892,0.60176007,0.601686365,0.008588977,0.819567886,4.271162106,64.09857352,IR_021_1
4.4784,2.3186,0.012716481,0.591587929,0.591580172,0.020430762,0.788667883,3.919333524,46.52074448,IR_021_1
3.6428,1.875,0.009603331,0.548604548,0.548554662,0.012963681,0.013935852,3.41807322,57.12129325,IR_021_1
4.4498,2.3244,0.010726162,0.608065709,0.608011857,0.032908595,0.293709159,3.822951763,56.68494104,IR_021_1
3.5056,1.8721,0.013414524,0.516257195,0.516305436,0.014802446,0.574415286,3.625954461,38.48853816,IR_021_1
4.1921,2.0951,0.014947202,0.555532771,0.555598224,0.009401673,0.584543412,3.770890382,37.17071662,IR_021_1
4.096,2.2291,0.007912476,0.543568311,0.543493188,0.02003047,0.14708195,4.101431348,68.68813124,IR_021_1
5.0498,2.513,0.013320501,0.655995803,0.655970889,0.050721668,0.773840028,3.830962687,49.24521277,IR_021_1
3.3203,1.6197,0.010156808,0.515341734,0.515316007,-0.029659185,0.139795219,3.143119907,50.73602009,IR_021_1
5.8239,3.187,0.011429107,0.654837428,0.65477729,0.044948706,1.724237496,4.867303809,57.29032692,IR_021_1
3.5915,1.9357,0.009518074,0.535801537,0.535755264,0.063314865,0.261631741,3.613030293,56.28819988,IR_021_1
4.7312,2.3663,0.012670887,0.616914515,0.616894025,0.015339912,0.644527997,3.835829016,48.68593983,IR_021_1
3.4334,1.7015,0.008163613,0.554103316,0.554028169,-0.010760585,0.017050399,3.071143481,67.8655599,IR_021_1
5.0789,2.6012,0.01180262,0.64242408,0.642375656,0.035575806,0.940356306,4.04934399,54.42653115,IR_021_1
4.2724,2.2866,0.010772185,0.574381417,0.574342198,0.041354773,0.173670583,3.981250213,53.31715047,IR_021_1
5.2023,2.6146,0.011004103,0.655380318,0.655312691,0.03682003,1.133153423,3.989851008,59.55166878,IR_021_1
3.691,1.9036,0.010329979,0.577763315,0.577714603,0.004630009,0.052617482,3.295052591,55.92601702,IR_021_1
4.5148,2.2574,0.011431987,0.604722328,0.604682747,-0.017250738,0.895069864,3.7331973,52.89393228,IR_021_1
4.5376,2.3188,0.009513477,0.602494735,0.602422746,0.008373241,0.293333692,3.849124247,63.32308979,IR_021_1
4.6661,2.1934,0.012643743,0.638608655,0.63857791,-0.041077706,0.921570873,3.434819721,50.50544968,IR_021_1
3.536,1.9393,0.015800242,0.500887035,0.501013937,0.020175237,0.170584685,3.870750602,31.70925693,IR_021_1
3.9197,1.9345,0.011669206,0.576887864,0.576865043,-0.016796179,0.681410263,3.353470667,49.43481372,IR_021_1
4.2237,2.3115,0.013750781,0.616929139,0.616931768,0.030070758,-0.093324319,3.746767665,44.8652154,IR_021_1
5.5202,2.6649,0.01215188,0.667882169,0.667829659,0.006422731,1.761735851,3.990388811,54.95690192,IR_021_1
3.9678,2.2115,0.010251725,0.558313876,0.558271688,0.012620687,0.118789526,3.961332892,54.45636757,IR_021_1
3.6762,1.7747,0.015492677,0.587553659,0.587614466,0.031041645,0.387146311,3.020177517,37.92853061,IR_021_1
4.4612,2.4629,0.011900756,0.611603467,0.611569933,0.056200997,-0.069492629,4.027176401,51.38916713,IR_021_1
4.6799,2.3553,0.011410227,0.624636154,0.624587869,0.009742382,0.514169948,3.770966614,54.73930192,IR_021_1
4.8891,2.2954,0.007384532,0.603959723,0.603857408,0.014213583,1.457254375,3.801228519,81.77327849,IR_021_1
3.948,2.0177,0.011830346,0.556131821,0.556121877,0.02575427,0.845293244,3.628161529,47.00808105,IR_021_1
4.2839,2.5545,0.013350564,0.577424286,0.577437651,0.134382012,0.331381402,4.423854235,43.25193005,IR_021_1
4.7091,2.4364,0.00744769,0.59103097,0.590933592,-0.009117528,1.045323652,4.122967509,79.34454608,IR_021_1
6.0075,2.8933,0.012194388,0.662103041,0.662053689,-0.022001834,2.257049145,4.370189377,54.29167006,IR_021_1
3.7478,1.8039,0.011727388,0.585253513,0.585228126,-0.006282869,0.777145657,3.082387741,49.90268314,IR_021_1
4.6936,2.5601,0.008300143,0.634639021,0.634538349,0.10006198,0.415723971,4.034586727,76.44908478,IR_021_1
4.9756,2.4612,0.015507269,0.6054453,0.605496078,-0.043249329,1.147433312,4.064766215,39.04595288,IR_021_1
5.6946,2.8497,0.010574953,0.679918768,0.679835005,0.013701241,1.683341904,4.191752381,64.28728451,IR_021_1
3.7069,1.9791,0.008512503,0.582986381,0.582906193,0.032085253,0.348737724,3.395228983,68.47647142,IR_021_1
5.1192,2.698,0.011066619,0.67293821,0.672864911,0.065912777,0.518663286,4.009720164,60.80130967,IR_021_1
4.4347,2.1898,0.011658404,0.541972781,0.541965855,-0.06539073,1.001519164,4.040475943,46.48714064,IR_021_1
5.7622,2.6843,0.011064614,0.696740297,0.696658045,0.00357664,1.694572141,3.853109884,62.96270669,IR_021_1
3.6491,1.7094,0.014215879,0.551819515,0.551867904,-0.012414667,0.584337646,3.097480369,38.8205268,IR_021_1
4.3692,2.286,0.010814905,0.623642004,0.623583519,0.071508733,0.563083669,3.665908305,57.65963689,IR_021_1
4.4855,2.116,0.010009661,0.596492401,0.596430756,-0.023536008,0.591281365,3.547771439,59.58551183,IR_021_1
5.1641,2.6365,0.012190427,0.681786255,0.681728784,0.030195355,0.875156579,3.867373745,55.92329076,IR_021_1
4.1141,2.1608,0.010497181,0.541202067,0.541171739,0.054016006,0.543338248,3.99281752,51.55400449,IR_021_1
5.307,2.8278,0.011132687,0.6741191,0.674046442,0.099976885,1.103043298,4.19525989,60.54661063,IR_021_1
4.0012,1.9203,0.013281499,0.577204862,0.577216746,-0.00117401,0.299483882,3.326826556,43.46021225,IR_021_1
5.7104,2.848,0.010092198,0.688299735,0.688205676,0.028276716,1.417181728,4.138297752,68.19185111,IR_021_1
4.4214,2.3565,0.009582123,0.59083944,0.590772889,0.036273116,0.138363074,3.988842485,61.65365231,IR_021_1
4.9586,2.6807,0.011080497,0.651839251,0.651774285,0.087643395,1.153297657,4.112926919,58.82175433,IR_021_1
4.0027,1.9099,0.012205106,0.564851806,0.564845764,-0.019542429,0.362320241,3.381277016,46.27946355,IR_021_1
5.5029,2.6465,0.012614027,0.683426266,0.683375821,0.039657627,1.338663851,3.872686036,54.17586352,IR_021_1
3.2924,1.6531,0.014721754,0.542816668,0.542883775,0.02038441,-0.065605069,3.045034822,36.87629795,IR_021_1
5.6583,3.0272,0.012522866,0.670732642,0.67068579,0.070655961,1.225757641,4.513588991,53.55689408,IR_021_1
3.6554,1.85,0.014565301,0.565332718,0.565382326,0.019946486,0.050972562,3.272122091,38.81707201,IR_021_1
5.6829,2.682,0.014300504,0.667068923,0.667059351,0.012075669,1.919037673,4.020631744,46.64586174,IR_021_1
4.1164,2.2493,0.018019776,0.663354061,0.663436855,0.04431629,-0.132647578,3.390375412,36.81715279,IR_021_1
4.8397,2.5787,0.012061646,0.6663499,0.666296379,0.011334866,0.688756455,3.87019963,55.24091481,IR_021_1
4.0163,1.9929,0.012895044,0.615849893,0.615834541,0.006916299,0.05335189,3.236096495,47.75745836,IR_021_1
5.2826,2.5614,0.014329274,0.667115972,0.667106994,-0.017990261,0.9650467,3.839564003,46.55553247,IR_021_1
4.4529,2.4035,0.011812984,0.703421651,0.703349105,0.046911601,-0.091469176,3.417221949,59.54034413,IR_021_1
4.8514,2.5633,0.014852767,0.64192857,0.641943678,0.027130233,0.76347974,3.99302943,43.22047657,IR_021_1
3.616,1.8611,0.014575671,0.557009909,0.557064624,0.039780028,0.011409583,3.340905024,38.21879913,IR_021_1
4.2376,2.0703,0.014798173,0.59553214,0.595570602,-0.000139332,0.646701395,3.476162174,40.24622625,IR_021_1
4.2722,2.2866,0.010359719,0.641444187,0.641371239,0.080728943,0.380706924,3.5651739,61.91010031,IR_021_1
4.8762,2.3999,0.016208828,0.601071957,0.601143755,0.01420014,1.274576424,3.992223124,37.08742993,IR_021_1
4.2328,2.082,0.01170633,0.539817785,0.539812924,0.048514003,0.907724383,3.856891727,46.11290826,IR_021_1
4.8255,2.552,0.011230615,0.655304832,0.655241077,0.035652544,0.820736573,3.894749716,58.34418697,IR_021_1
4.1881,2.2937,0.010330266,0.601089785,0.6010318,0.082446975,0.542847213,3.816270622,58.18163749,IR_021_1
5.1021,2.4965,0.010362326,0.64316399,0.643090439,0.038262056,1.199630091,3.882035632,62.06043279,IR_021_1
4.9144,2.4721,0.010454006,0.599956486,0.599901088,0.038847293,1.524506943,4.120846004,57.38480337,IR_021_1
4.8691,2.5904,0.011313902,0.673540782,0.673471364,0.063625413,0.678542503,3.846340231,59.52600071,IR_021_1
4.9637,2.6719,0.010004524,0.627044545,0.626971265,0.105649464,1.27878364,4.261598817,62.66877299,IR_021_1
5.6021,2.9012,0.009692629,0.695848889,0.695746502,0.049809852,1.153159221,4.169909575,71.78098998,IR_021_1
4.6311,2.2107,0.011705235,0.546545908,0.546537818,-0.022494369,1.826493109,4.044916799,46.69174302,IR_021_1
4.4362,2.224,0.010565791,0.640297903,0.640228752,0.015898929,0.456071053,3.473758392,60.59449613,IR_021_1
3.7365,2.0759,0.01310922,0.653461731,0.653433687,0.027598611,-0.263158173,3.176909976,49.84535325,IR_021_1
4.5983,2.3536,0.012202549,0.648514659,0.648471131,0.025911126,0.33912564,3.62945995,53.14226966,IR_021_1
4.9926,2.4535,0.011415687,0.602647375,0.602608364,0.062727663,1.621224745,4.071466886,52.7877441,IR_021_1
4.0471,2.0325,0.008867684,0.614436813,0.614350789,-0.012362885,0.270191285,3.308370459,69.27973673,IR_021_1
5.3629,2.9315,0.012500016,0.716485334,0.716419447,0.103201463,0.491060104,4.091876641,57.31348344,IR_021_1
4.7354,2.2833,0.009228848,0.648145353,0.648052812,0.027976595,0.601129156,3.523323962,70.2203352,IR_021_1
4.0901,2.132,0.012228684,0.551251715,0.55125277,0.033922785,0.741939232,3.867554263,45.07866563,IR_021_1
5.8319,3.2154,0.017284094,0.638974668,0.639052429,0.132251806,1.408939532,5.031512054,36.97344032,IR_021_1
4.8426,2.5839,0.009281239,0.637569895,0.637481786,0.024074807,0.43069272,4.053292274,68.68498777,IR_021_1
4.5862,2.3135,0.008779024,0.60206565,0.601982662,0.028071042,0.903975411,3.843133942,68.57057101,IR_021_1
4.8424,2.2879,0.009634546,0.593743727,0.593676935,0.021145807,1.685617806,3.853779497,61.61960648,IR_021_1
5.2559,2.9321,0.010856233,0.620237142,0.620180725,0.08413696,1.00736837,4.727815429,57.1266953,IR_021_1
4.9724,2.7431,0.010735091,0.684737222,0.684654196,0.092306168,0.934933493,4.006548147,63.77721349,IR_021_1
3.525,1.903,0.007587343,0.544338621,0.544258598,0.02369786,0.267111766,3.496499654,71.73243268,IR_021_1
5.2584,2.5564,0.008590963,0.634211046,0.634114388,0.024920911,1.335404493,4.031449292,73.81179657,IR_021_1
4.9138,2.7598,0.005345235,0.581847062,0.58172955,0.065973789,1.10234056,4.744128949,108.8314327,IR_021_1
4.5792,2.3574,0.01107109,0.649145394,0.649081317,0.070893028,0.601190626,3.631902413,58.62849103,IR_021_1
3.642,1.9299,0.010116302,0.532116822,0.532083072,0.055159031,0.182714129,3.627065209,52.59660058,IR_021_1
5.7007,2.842,0.007790527,0.657809092,0.657694616,0.028398648,1.920110236,4.321154422,84.42235167,IR_021_1
5.1396,2.8217,0.007027045,0.63538746,0.635271183,0.051540454,0.919722047,4.441725167,90.40374955,IR_021_1
4.7763,2.5197,0.009297571,0.688962108,0.688856632,0.053322718,0.7660403,3.65780031,74.08995453,IR_021_1
3.7907,1.9618,0.009521456,0.559400007,0.559344464,0.046333961,0.289081569,3.507319956,58.74568501,IR_021_1
5.0763,2.4984,0.010034505,0.657771151,0.657687096,0.002975857,1.075483485,3.798766942,65.54255425,IR_021_1
6.0563,3.2742,0.010705957,0.631545511,0.631482065,0.090256674,2.321518709,5.184945352,58.98417897,IR_021_1
4.3413,2.1262,0.010035595,0.649944243,0.649863039,0.031857297,0.395145552,3.271766316,64.75580262,IR_021_1
3.7619,1.9891,0.010135676,0.5435058,0.543467615,0.060478639,0.194000665,3.660015694,53.6192791,IR_021_1
5.4728,2.6757,0.013718673,0.731095718,0.731045938,0.013850205,0.482912368,3.660098307,53.28838445,IR_021_1
5.2966,2.8762,0.012462301,0.632415608,0.632383999,0.092217962,1.071262842,4.54818592,50.7437595,IR_021_1
4.422,2.2113,0.010758941,0.667705017,0.66762868,0.037292656,0.377781931,3.312170471,62.05338012,IR_021_1
3.6322,1.9741,0.012919484,0.495034496,0.495082223,0.111085797,0.258573721,3.98741847,38.32058817,IR_021_1
4.8538,2.407,0.012134893,0.612134123,0.612104956,0.022839985,1.296579423,3.932332151,50.4417252,IR_021_1
4.7452,2.6482,0.011229633,0.540883099,0.54086762,0.138896848,1.674632318,4.896207321,48.16431709,IR_021_1
5.3636,2.5704,0.013119154,0.654521726,0.654493409,0.016950943,1.303938261,3.927312276,49.88838409,IR_021_1
3.2771,1.7607,0.011697965,0.5024766,0.502490093,0.08003071,-0.140159787,3.503949678,42.95534368,IR_021_1
4.5639,2.3507,0.008057238,0.645986341,0.645878868,0.066052979,0.486652804,3.639536941,80.16132314,IR_021_1
4.6292,2.596,0.013615375,0.574989892,0.575010714,0.108847861,0.942755315,4.514698484,42.23245382,IR_021_1
5.3764,2.6738,0.006074017,0.675879186,0.675741455,0.04681805,1.016748361,3.956838788,111.2511664,IR_021_1
3.0658,1.5458,0.009133851,0.488156445,0.488122716,0.058003848,-0.183730383,3.166826596,53.44106475,IR_021_1
4.7252,2.4809,0.010242722,0.66277589,0.662693221,0.096355594,0.595015651,3.743662859,64.69893444,IR_021_1
6.0807,3.1071,0.012742474,0.676118392,0.676073399,0.064045441,2.776070528,4.595802774,53.05668236,IR_021_1
3.4363,1.6681,0.005475643,0.554242688,0.554134413,0.002067883,0.321148441,3.010280468,101.199885,IR_021_1
3.8932,2.0924,0.006285354,0.488385815,0.488307019,0.114680597,0.645082435,4.285009055,77.68966092,IR_021_1
5.4797,2.7012,0.010031519,0.716138612,0.716034025,0.029487562,0.8655098,3.772446427,71.37842688,IR_021_1
4.9895,2.348,0.011171516,0.664038748,0.663970599,-0.021942884,0.683834425,3.536301163,59.4342448,IR_021_1
3.6487,1.9779,0.010451565,0.581987913,0.581939671,0.059703919,0.175046711,3.398805922,55.67966806,IR_021_1
4.7915,2.5278,0.01392615,0.567018297,0.56705088,0.110085124,0.976016449,4.457801039,40.71842357,IR_021_1
4.9579,2.3788,0.008156888,0.666022682,0.665910019,-0.014736608,0.851632605,3.572254407,81.63775619,IR_021_1
6.0847,3.3026,0.01166675,0.718829577,0.718748754,0.051396477,1.376573146,4.594929703,61.60659402,IR_021_1
3.0812,1.5306,0.013412276,0.507683862,0.50773708,0.038115599,0.020974233,3.014552336,37.85614553,IR_021_1
4.731,2.5253,0.013846468,0.59416009,0.594176372,0.077776429,0.796229948,4.250084852,42.91176586,IR_021_1
4.4064,2.0797,0.010927337,0.606067798,0.606018339,0.01057001,0.470063607,3.43174433,55.45892335,IR_021_1
6.4232,3.4177,0.013132359,0.760033388,0.759961285,0.095250585,1.7548652,4.497202777,57.869365,IR_021_1
3.1446,1.4707,0.014091075,0.523807638,0.523869285,0.004059227,-0.06800468,2.807379706,37.17738281,IR_021_1
4.6095,2.4535,0.011913192,0.614703056,0.614668422,0.083907896,0.717654595,3.991582958,51.59561302,IR_021_1
4.6311,2.4187,0.011132472,0.621858691,0.621806515,0.037656562,0.688349063,3.889795206,55.85520354,IR_021_1
6.3817,3.4177,0.011430152,0.719044641,0.718959937,0.094867515,1.981472959,4.753672389,62.90029368,IR_021_1
2.8964,1.5164,0.011097546,0.514806239,0.514800167,0.037123426,-0.291905774,2.94560899,46.38865043,IR_021_1
3.7102,1.9489,0.010891205,0.55886456,0.558834242,0.040854069,0.72118713,3.487438407,51.31059907,IR_021_1
3.8195,1.8752,0.01024469,0.581724516,0.5816727,0.060208318,0.288028512,3.2238061,56.77797038,IR_021_1
5.9495,3.2183,0.013009809,0.646982849,0.646955697,0.102031532,3.262364277,4.974529195,49.72830245,IR_021_1
3.1678,1.5736,0.012294191,0.54333345,0.543339893,0.027559275,-0.195595085,2.896161356,44.19484863,IR_021_1
4.7051,2.5447,0.01231985,0.634493148,0.634457848,0.07284231,0.55551925,4.010825951,51.49882828,IR_021_1
4.2347,2.3027,0.011035544,0.570397322,0.570364817,0.024636662,0.599218682,4.037240607,51.68433955,IR_021_1
5.3181,2.7692,0.015329264,0.656745987,0.65676455,0.073560811,1.807058417,4.216427333,42.84384063,IR_021_1
3.0626,1.667,0.012505867,0.551815124,0.551822114,0.001412923,-0.288473671,3.020901042,44.12505989,IR_021_1
